Row_ID,Household_ID,Vehicle,Calendar_Year,Model_Year,Blind_Make,Blind_Model,Blind_Submodel,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,NVCat,NVVar1,NVVar2,NVVar3,NVVar4,Claim_Amount,veh_age
3247,2082,3,2005,2002,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,C,F,D,5,2.1543801,0.8265067,1.8145913,1.1620566,2.085345,1.6588434,1.7433511,0.8720864,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3248,2082,5,2005,2002,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,B,A,D,5,2.1543801,0.8265067,1.8145913,1.1620566,2.085345,1.6588434,1.7433511,0.8720864,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3249,2083,1,2005,2002,X,X.24,X.24.1,B,C,A,A,A,C,C,A,A,A,C,B,2,-0.7221419,-1.3348862,-1.193652,-1.3749983,-0.9655396,-1.1496308,-0.7878972,-0.8339084,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3250,2083,1,2006,2002,X,X.24,X.24.1,B,C,A,A,A,C,C,A,A,A,F,C,2,-0.7221419,-1.3348862,-1.193652,-1.3749983,-0.9655396,-1.1496308,-0.7878972,-0.8339084,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3251,2083,2,2005,2004,BF,BF.36,BF.36.3,B,C,A,A,A,C,C,A,B,B,A,E,2,-0.5614424,-0.9544811,-1.0779505,-1.002897,-0.9952753,-1.1765342,-0.82476,-0.8355494,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3252,2083,2,2006,2004,BF,BF.36,BF.36.3,B,C,A,A,A,C,C,A,B,B,A,C,2,-0.5614424,-0.9544811,-1.0779505,-1.002897,-0.9952753,-1.1765342,-0.82476,-0.8355494,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3253,2083,3,2005,1997,X,X.45,X.45.1,B,?,A,A,A,D,C,C,B,A,A,D,4,-0.2802182,-0.7296962,0.2179083,-0.7830189,0.3785148,-0.3051,-0.9353486,-0.476738,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
3254,2084,2,2005,1989,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,A,B,B,4,0.4429298,-0.9890633,1.0046797,-0.5293134,0.1703648,0.0972803,0.9446563,-1.1401014,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,16
3255,2084,2,2006,1989,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,A,A,C,4,0.4429298,-0.9890633,1.0046797,-0.5293134,0.1703648,0.0972803,0.9446563,-1.1401014,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,17
3256,2086,1,2005,1987,X,X.38,X.38.7,C,?,C,B,A,C,?,A,B,C,A,E,5,-0.9230164,0.2213167,-0.6845648,0.5700771,-0.7038653,-0.9531195,-1.303977,-1.4171957,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,18
3257,2086,1,2006,1987,X,X.38,X.38.7,C,?,C,B,A,C,?,A,B,A,F,C,5,-0.9230164,0.2213167,-0.6845648,0.5700771,-0.7038653,-0.9531195,-1.303977,-1.4171957,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,19
3258,2086,3,2005,1992,BW,BW.95,BW.95.0,D,?,C,?,?,C,?,A,B,A,C,C,4,-0.2962881,-0.470329,-1.7027395,-0.5293134,-0.7692839,-1.1250669,-0.1735165,-1.331978,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,13
3259,2086,3,2006,2004,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,B,B,B,4,0.5634545,0.0484052,1.4906267,0.1472346,0.717502,0.6493835,1.0429572,-0.4718153,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3260,2086,4,2005,2004,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,A,C,4,0.5634545,0.0484052,1.4906267,0.1472346,0.717502,0.6493835,1.0429572,-0.4718153,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3261,2088,2,2006,2006,P,P.35,P.35.0,J,C,B,?,?,B,?,B,A,A,A,C,4,-0.4087778,0.5325572,0.1253469,0.5362497,-0.2935124,0.3195252,0.4162889,1.5492334,I,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3262,2088,3,2005,2006,P,P.35,P.35.0,J,C,B,?,?,B,?,B,A,A,E,B,4,-0.4087778,0.5325572,0.1253469,0.5362497,-0.2935124,0.3195252,0.4162889,1.5492334,I,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,-1
3263,2089,2,2005,1991,BW,BW.156,BW.156.0,I,?,C,?,?,E,?,A,B,A,A,E,5,1.4071271,0.0484052,1.7451704,0.3163716,1.6630979,1.0985522,1.1412581,-0.5314348,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,14
3264,2089,2,2006,1991,BW,BW.156,BW.156.0,I,?,C,?,?,E,?,A,B,B,A,B,5,1.4071271,0.0484052,1.7451704,0.3163716,1.6630979,1.0985522,1.1412581,-0.5314348,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,15
3265,2090,1,2005,2001,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,F,C,5,2.130275,0.8265067,1.6294687,1.1620566,2.0675037,1.1628863,1.3747227,0.4525615,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3266,2090,1,2006,2001,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,A,E,5,2.130275,0.8265067,1.6294687,1.1620566,2.0675037,1.1628863,1.3747227,0.4525615,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3267,2090,2,2005,1999,K,K.7,K.7.6,B,A,B,A,A,B,C,C,B,A,A,B,4,-0.5453724,0.1175698,-0.4531614,0.1472346,-0.1567281,-0.6794073,-0.8984857,-0.3314632,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3268,2090,2,2006,1999,K,K.7,K.7.6,B,A,B,A,A,B,C,C,B,A,A,C,4,-0.5453724,0.1175698,-0.4531614,0.1472346,-0.1567281,-0.6794073,-0.8984857,-0.3314632,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
3269,2091,2,2005,1994,BW,BW.40,BW.40.1,G,?,E,A,C,D,A,A,B,B,B,E,4,-0.0793437,-0.470329,1.2592233,-0.4447449,-0.8525439,0.3628045,1.6573378,-0.6052756,N,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,11
3270,2091,2,2006,1994,BW,BW.40,BW.40.1,G,?,E,A,C,D,A,A,B,A,A,D,4,-0.0793437,-0.470329,1.2592233,-0.4447449,-0.8525439,0.3628045,1.6573378,-0.6052756,N,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,12
3271,2091,4,2006,1999,BW,BW.115,BW.115.0,D,C,A,?,?,D,?,B,B,A,A,C,5,2.5320239,1.4316967,1.4906267,1.3311936,2.162658,1.2096747,1.3747227,0.5956485,N,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,7
3272,2091,5,2006,1999,AH,AH.76,AH.76.1,G,C,A,A,C,E,A,B,B,C,A,C,4,-0.0632738,0.0484052,1.2592233,0.1472346,-0.0794152,0.9885995,1.5098865,0.1102686,N,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,7
3273,2093,1,2005,1994,L,L.28,L.28.1,F,?,A,C,A,B,?,A,B,B,A,E,4,-0.3605679,-0.3838733,-0.0366354,-0.4447449,0.217942,-0.3647552,-1.2179637,-0.5533136,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,11
3274,2093,1,2006,1994,L,L.28,L.28.1,F,?,A,C,A,B,?,A,B,A,D,B,4,-0.3605679,-0.3838733,-0.0366354,-0.4447449,0.217942,-0.3647552,-1.2179637,-0.5533136,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,12
3275,2094,1,2005,1996,AU,AU.11,AU.11.3,B,?,A,A,A,B,C,A,B,A,A,C,4,-0.4569876,0.0484052,-0.5457227,-0.0219024,-0.2043052,-0.7028015,-0.8616229,-0.2082859,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
3276,2094,1,2006,1996,AU,AU.11,AU.11.3,B,?,A,A,A,B,C,A,B,B,A,D,4,-0.4569876,0.0484052,-0.5457227,-0.0219024,-0.2043052,-0.7028015,-0.8616229,-0.2082859,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
3277,2094,2,2005,2003,AU,AU.58,AU.58.0,B,A,A,A,A,C,C,A,B,B,B,D,2,-0.9792612,-1.0582279,-1.1010908,-1.1043792,-0.8109139,-1.2584139,-0.8861981,-0.734579,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3278,2094,2,2006,2003,AU,AU.58,AU.58.0,B,A,A,A,A,C,C,A,B,B,A,D,2,-0.9792612,-1.0582279,-1.1010908,-1.1043792,-0.8109139,-1.2584139,-0.8861981,-0.734579,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3279,2094,3,2006,2006,AU,AU.77,AU.77.0,I,A,F,?,?,B,?,A,A,A,A,D,4,-0.4569876,1.345241,0.1716276,1.2466251,-0.7395481,0.6587412,1.0675324,-0.1693417,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3280,2095,1,2005,2001,X,X.38,X.38.0,C,C,A,C,A,B,?,A,B,B,B,B,4,-0.8587365,0.1002787,0.2410486,0.0288387,-0.4719267,-0.6092247,-1.1811008,-0.4324335,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3281,2096,1,2005,1995,Q,Q.40,Q.40.0,B,?,A,A,A,F,C,A,B,A,A,C,2,-1.0917509,-1.7152913,-1.2399328,-1.7470998,-1.2034254,-1.3671969,-1.2302513,-1.2714833,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
3282,2096,2,2005,2000,X,X.45,X.45.10,B,C,A,A,A,D,C,A,B,A,B,B,4,-0.2802182,-0.7296962,0.2179083,-0.6984504,0.384462,-0.2723481,-0.8124724,-0.4439199,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3283,2096,2,2006,2005,BO,BO.38,BO.38.1,G,A,A,A,C,E,A,A,B,C,F,D,4,0.5875594,-0.1245062,1.513767,-0.1910394,0.5628763,0.7359421,0.7603421,-0.0287708,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3284,2096,4,2005,2005,BO,BO.38,BO.38.1,G,A,A,A,C,E,A,A,B,B,A,B,4,0.5875594,-0.1245062,1.513767,-0.1910394,0.5628763,0.7359421,0.7603421,-0.0287708,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3285,2097,2,2005,1988,AO,AO.10,AO.10.1,E,?,C,A,A,F,A,A,B,A,E,C,2,-1.0917509,-1.6461267,-1.2862134,-1.6794449,-1.7565097,-1.7040734,-0.5912954,-1.2826414,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,17
3286,2097,2,2006,2002,K,K.78,K.78.2,D,A,A,?,?,C,?,C,B,A,C,B,2,0.7964689,0.0484052,-0.4068807,-0.0219024,0.6996606,-0.1834502,0.5883155,-0.3279626,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3287,2097,3,2005,2002,K,K.78,K.78.2,D,A,A,?,?,C,?,C,B,A,F,E,2,0.7964689,0.0484052,-0.4068807,-0.0219024,0.6996606,-0.1834502,0.5883155,-0.3279626,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3288,2097,3,2006,2001,AU,AU.14,AU.14.0,B,C,A,A,A,B,C,A,B,A,A,C,2,-0.7141069,-0.5567847,-0.6845648,-0.6138819,-0.317301,-0.8607123,-0.8370476,-0.4074918,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3289,2097,4,2005,2001,AU,AU.14,AU.14.0,B,C,A,A,A,B,C,A,B,A,A,C,2,-0.7141069,-0.5567847,-0.6845648,-0.6138819,-0.317301,-0.8607123,-0.8370476,-0.4074918,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3290,2098,1,2005,2002,Y,Y.34,Y.34.0,B,C,A,A,A,B,C,B,B,A,A,E,4,-0.4007428,-0.2974176,-0.6151437,-0.3601764,-0.0437324,-0.6244309,-0.8001848,-0.5232303,A,1.4831301,-0.2661168,-0.2723372,-0.2514189,0,3
3291,2098,1,2006,2002,Y,Y.34,Y.34.0,B,C,A,A,A,B,C,B,B,B,A,C,4,-0.4007428,-0.2974176,-0.6151437,-0.3601764,-0.0437324,-0.6244309,-0.8001848,-0.5232303,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3292,2098,2,2005,2001,D,D.21,D.21.0,J,C,B,?,?,D,?,A,B,A,A,B,5,0.5634545,1.8639752,1.8145913,1.8386046,0.8126563,2.4986954,1.7187759,2.7574868,A,1.4831301,-0.2661168,-0.2723372,-0.2514189,0,4
3293,2098,3,2006,1999,AJ,AJ.76,AJ.76.1,D,A,A,?,?,E,?,A,B,A,A,E,6,2.3954294,1.345241,1.8145913,1.4157621,2.1329222,1.8752398,1.7064883,0.256528,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
3294,2098,4,2005,1999,AJ,AJ.76,AJ.76.1,D,A,A,?,?,E,?,A,B,A,A,E,6,2.3954294,1.345241,1.8145913,1.4157621,2.1329222,1.8752398,1.7064883,0.256528,A,1.4831301,-0.2661168,-0.2723372,-0.2514189,0,6
3295,2098,4,2006,2000,AJ,AJ.76,AJ.76.2,D,A,A,?,?,E,?,A,B,B,A,B,5,2.3954294,0.8265067,1.8145913,1.1620566,2.3945966,1.9302162,1.7064883,0.2315862,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3296,2098,5,2005,1996,M,M.16,M.16.2,B,?,A,A,A,C,C,B,B,A,A,B,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066,-0.8525439,-1.4151551,-1.0090742,-0.9378325,A,1.4831301,-0.2661168,-0.2723372,-0.2514189,0,9
3297,2098,5,2006,2004,D,D.20,D.20.0,J,C,B,?,?,D,?,A,A,A,A,B,5,0.5473846,1.950431,1.8840123,1.8386046,0.8840221,2.488168,1.8539397,2.89587,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3298,2098,6,2005,2004,D,D.20,D.20.0,J,C,B,?,?,D,?,A,A,B,A,C,5,0.5473846,1.950431,1.8840123,1.8386046,0.8840221,2.488168,1.8539397,2.89587,A,1.4831301,-0.2661168,-0.2723372,-0.2514189,0,1
3299,2098,6,2006,1996,M,M.16,M.16.2,B,?,A,A,A,C,C,B,B,A,A,C,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066,-0.8525439,-1.4151551,-1.0090742,-0.9378325,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
3300,2098,7,2006,2004,D,D.20,D.20.0,J,C,B,?,?,D,?,A,A,A,A,C,5,0.5473846,1.950431,1.8840123,1.8386046,0.8840221,2.488168,1.8539397,2.89587,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3301,2098,8,2006,1999,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,E,B,5,2.130275,0.4806838,1.4674863,0.4855086,1.9664022,0.7663546,1.2395589,-0.2781884,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
3302,2100,1,2005,1997,K,K.2,K.2.0,I,?,A,?,?,B,?,A,B,A,A,C,2,-0.5373374,-0.6432405,-1.2862134,-0.6984504,-0.7395481,-0.1717531,0.5883155,-0.0131275,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
3303,2100,1,2006,1997,K,K.2,K.2.0,I,?,A,?,?,B,?,A,B,A,A,D,2,-0.5373374,-0.6432405,-1.2862134,-0.6984504,-0.7395481,-0.1717531,0.5883155,-0.0131275,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
3304,2101,2,2005,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,C,C,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921,1.5910002,1.5836121,1.6367484,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3305,2101,2,2006,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,A,B,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921,1.5910002,1.5836121,1.6367484,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3306,2102,1,2005,1998,AU,AU.27,AU.27.0,D,?,A,?,?,C,?,A,B,A,A,C,2,0.3304401,-0.7642785,-1.2862134,-0.8168463,0.2952548,-0.4840657,-0.0137776,-0.9039204,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
3307,2103,4,2006,2006,AU,AU.14,AU.14.2,B,A,A,A,A,B,C,A,B,A,A,E,4,-0.1436235,1.0858738,-0.3837404,1.1620566,0.0692634,-0.6852558,-0.5912954,-0.163872,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3308,2104,3,2005,2000,AU,AU.14,AU.14.0,B,C,A,A,A,B,C,A,B,A,C,F,2,-0.7141069,-0.5567847,-0.6845648,-0.6138819,-0.317301,-0.8607123,-0.8370476,-0.4074918,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,246.8934,5
3309,2104,3,2006,1998,K,K.65,K.65.5,G,A,A,A,C,D,A,A,B,A,B,D,4,0.1777756,0.0829875,0.3104696,0.1472346,0.1406291,0.2084028,0.5637403,-0.1928613,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
3310,2104,4,2005,1998,K,K.65,K.65.5,G,A,A,A,C,D,A,A,B,B,A,B,4,0.1777756,0.0829875,0.3104696,0.1472346,0.1406291,0.2084028,0.5637403,-0.1928613,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
3311,2105,1,2005,1997,Y,Y.9,Y.9.1,F,?,A,C,A,C,?,B,B,B,A,E,2,-0.6337572,-1.1619748,-1.0779505,-1.0367243,-0.6443939,-1.173025,-1.1688132,-1.10247,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
3312,2105,1,2006,1997,Y,Y.9,Y.9.1,F,?,A,C,A,C,?,B,B,A,A,B,2,-0.6337572,-1.1619748,-1.0779505,-1.0367243,-0.6443939,-1.173025,-1.1688132,-1.10247,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
3313,2107,3,2005,2000,AJ,AJ.122,AJ.122.3,D,C,A,?,?,C,?,A,B,A,A,B,4,1.1017979,-0.7642785,-0.6151437,-0.6984504,0.6996606,-0.3694341,0.2565499,-0.5823029,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3314,2107,3,2006,2000,AJ,AJ.122,AJ.122.3,D,C,A,?,?,C,?,A,B,B,C,C,4,1.1017979,-0.7642785,-0.6151437,-0.6984504,0.6996606,-0.3694341,0.2565499,-0.5823029,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3315,2107,4,2005,2003,P,P.33,P.33.0,J,C,B,?,?,B,?,B,A,A,A,C,4,-0.7141069,0.3942281,-0.1291967,0.4855086,-0.6562881,0.1499172,0.3671384,1.399911,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3316,2107,4,2006,2005,P,P.35,P.35.0,J,C,B,?,?,B,?,B,A,A,B,C,4,-0.4087778,0.6535952,0.1253469,0.6546456,-0.2935124,0.3195252,0.4162889,1.4792215,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3317,2107,5,2005,2005,P,P.35,P.35.0,J,C,B,?,?,B,?,B,A,A,A,C,4,-0.4087778,0.6535952,0.1253469,0.6546456,-0.2935124,0.3195252,0.4162889,1.4792215,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3318,2108,1,2005,2001,BO,BO.38,BO.38.3,G,A,B,A,C,E,A,A,B,A,F,C,4,0.5875594,-0.1245062,1.513767,-0.1910394,0.5569292,0.5885586,0.7603421,0.2200999,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
3319,2108,1,2006,2001,BO,BO.38,BO.38.3,G,A,B,A,C,E,A,A,B,A,A,E,4,0.5875594,-0.1245062,1.513767,-0.1910394,0.5569292,0.5885586,0.7603421,0.2200999,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3320,2109,1,2005,2000,BH,BH.29,BH.29.5,I,C,A,?,?,B,?,A,B,B,A,B,4,-0.3766379,-0.2455442,-1.2399328,-0.3094353,-0.5968167,0.2610397,0.6128907,0.8203431,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3321,2109,1,2006,2000,BH,BH.29,BH.29.5,I,C,A,?,?,B,?,A,B,B,B,B,4,-0.3766379,-0.2455442,-1.2399328,-0.3094353,-0.5968167,0.2610397,0.6128907,0.8203431,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3322,2109,2,2005,1999,BW,BW.96,BW.96.0,D,C,A,?,?,C,?,B,B,C,E,B,4,0.8768186,-0.2109619,-0.9622487,-0.1910394,0.8067092,-0.4056951,-0.00149,-0.5620651,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3323,2109,2,2006,1986,K,K.68,K.68.2,C,?,C,B,A,B,?,A,B,A,B,C,4,-0.7864217,-0.470329,-0.7771261,-0.3770901,-0.5492396,-0.0781762,-1.365415,-0.3268686,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,20
3324,2109,3,2005,1986,K,K.68,K.68.2,C,?,C,B,A,B,?,A,B,B,A,D,4,-0.7864217,-0.470329,-0.7771261,-0.3770901,-0.5492396,-0.0781762,-1.365415,-0.3268686,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,19
3325,2109,3,2006,2005,BW,BW.48,BW.48.0,H,C,A,?,?,D,?,B,B,A,A,B,4,1.8490509,0.0484052,1.6988896,0.1472346,1.9604551,1.5336845,2.320869,0.0746063,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3326,2109,4,2005,2005,BW,BW.48,BW.48.0,H,C,A,?,?,D,?,B,B,B,B,E,4,1.8490509,0.0484052,1.6988896,0.1472346,1.9604551,1.5336845,2.320869,0.0746063,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3327,2111,2,2005,2004,N,N.17,N.17.0,B,C,B,A,A,B,C,A,A,B,A,F,4,-0.2962881,1.1723295,-0.4300211,1.0774881,0.1525234,-0.3284942,-0.7018839,0.9065454,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3328,2112,1,2005,2003,AU,AU.14,AU.14.1,B,C,B,A,A,B,C,A,B,B,E,D,2,-0.1436235,-0.2109619,-0.3837404,-0.2756079,0.0216862,-0.6852558,-0.5912954,-0.3515916,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3329,2112,1,2006,2003,AU,AU.14,AU.14.1,B,C,B,A,A,B,C,A,B,A,B,B,2,-0.1436235,-0.2109619,-0.3837404,-0.2756079,0.0216862,-0.6852558,-0.5912954,-0.3515916,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3330,2112,2,2005,2005,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,B,B,C,5,0.3224052,1.6910638,1.5600476,1.7540361,0.4558277,1.4518048,1.4853113,1.4595306,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3331,2112,2,2006,2005,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,B,B,C,5,0.3224052,1.6910638,1.5600476,1.7540361,0.4558277,1.4518048,1.4853113,1.4595306,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3332,2112,3,2006,2006,AU,AU.11,AU.11.2,B,C,B,A,A,B,C,A,A,A,B,B,4,-0.0632738,1.345241,-0.0829161,1.2466251,0.1406291,-0.1191161,-0.542145,0.5964143,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
3333,2113,2,2005,2003,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,C,F,B,5,0.3224052,1.6910638,1.5831879,1.5848991,0.342832,1.4518048,1.6942006,1.2424935,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3334,2114,1,2005,2000,AU,AU.27,AU.27.0,D,A,A,?,?,C,?,A,B,A,A,B,2,0.3304401,-0.7642785,-1.2862134,-0.8168463,0.2952548,-0.5086296,-0.0260652,-0.8525054,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
3335,2114,1,2006,2000,AU,AU.27,AU.27.0,D,A,A,?,?,C,?,A,B,A,?,,2,0.3304401,-0.7642785,-1.2862134,-0.8168463,0.2952548,-0.5086296,-0.0260652,-0.8525054,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
3336,2114,2,2005,2004,D,D.20,D.20.0,J,C,B,?,?,D,?,A,A,A,C,D,5,0.5473846,1.950431,1.8840123,1.8386046,0.8840221,2.488168,1.8539397,2.89587,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3337,2114,2,2006,2004,D,D.20,D.20.0,J,C,B,?,?,D,?,A,A,A,E,D,5,0.5473846,1.950431,1.8840123,1.8386046,0.8840221,2.488168,1.8539397,2.89587,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3338,2114,3,2005,2004,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,B,A,B,5,2.130275,1.950431,1.5831879,1.8386046,1.9545078,2.2401893,1.5467494,1.1242388,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3339,2114,3,2006,2004,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,A,E,C,5,2.130275,1.950431,1.5831879,1.8386046,1.9545078,2.2401893,1.5467494,1.1242388,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3340,2115,1,2005,1991,Q,Q.3,Q.3.3,F,?,D,C,A,D,C,A,B,A,C,B,4,0.0813558,-0.8161519,0.1484873,-0.6138819,0.5212463,0.0001943,-1.2302513,-0.7957301,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,14
3341,2115,1,2006,1991,Q,Q.3,Q.3.3,F,?,D,C,A,D,C,A,B,A,B,B,4,0.0813558,-0.8161519,0.1484873,-0.6138819,0.5212463,0.0001943,-1.2302513,-0.7957301,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,15
3342,2116,2,2006,2005,X,X.38,X.38.0,C,C,A,C,A,B,?,A,B,B,B,C,4,-0.3927078,0.3942281,0.4261713,0.3163716,-0.2102524,-0.2758573,-1.0213618,-0.1884856,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
3343,2117,2,2005,2003,W,W.20,W.20.3,I,A,A,?,?,B,?,A,B,B,A,B,4,-0.6176872,0.3942281,-0.1060564,0.3163716,-0.9952753,0.0715467,1.1289705,-0.1977841,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
3344,2117,2,2006,2003,W,W.20,W.20.3,I,A,A,?,?,B,?,A,B,A,A,C,4,-0.6176872,0.3942281,-0.1060564,0.3163716,-0.9952753,0.0715467,1.1289705,-0.1977841,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
3345,2118,1,2005,2000,X,X.38,X.38.0,C,C,A,C,A,B,?,A,B,B,A,B,4,-0.8587365,0.0484052,0.2410486,-0.0219024,-0.4719267,-0.6115641,-1.1811008,-0.4707214,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
